voltage,current,temp,speed_mps,time,time_count,speed,lat,lng,sats,soc
13.21,4.50546185608856,28.1375648371398,1.79408900355916,17:26:10,3sec,3.5,22.8878,88.3974,4,23.1
13.21,4.44826419217396,28.1373635449102,1.75460770535771,17:26:11,4sec,3.5,22.8878,88.3974,4,32.4336668334167
13.1874590124515,4.43548979341712,28.2456933193672,1.86048035801594,17:26:17,10sec,3.5,22.8878,88.3974,4,41.7673336668334
13.21,4.34718846923639,28.3597953691843,1.71203924770759,17:26:18,11sec,3.5,22.8878,88.3974,4,51.1010005002501
13.1576041862495,4.95764870653904,27.9499698662081,1.97951054592061,17:26:19,12sec,3.5,22.8878,88.3974,4,60.4346673336668
13.178007316241,4.0542451013786,27.9659454790937,1.73973975917634,17:26:23,15sec,2.7016008004002,22.8878,88.3974,4,62.3090045022511
13.184406965377,3.91520338153988,28.2573250306173,1.51772008135985,17:26:23,16sec,1.84192096048024,22.8878,88.3974,4,63.6108054027014
13.21,4.73513876547242,28.2191227886733,1.8924336885548,17:26:23,16sec,0.98224112056028,22.8878,88.3974,4,64.9126063031516
13.126481216464,4.7887446120555,28.0775602647821,1.98794998902287,17:26:24,17sec,0.12256128064032,22.8878,88.3974,4,66.2144072036018
13.131848388576,4.58573453178059,28.3512623394709,1.95414409138755,17:26:25,18sec,0,22.8878,88.3974,4,66.9896948474237
13.21,4.62103395035497,28.0555113013636,2.00438199592248,17:26:26,19sec,0,22.8878,88.3974,4,67.6774387193597
13.2011203105765,5.01419987471044,28.3278543242014,2.13234064949525,17:26:27,20sec,0,22.8878,88.3974,4,68.3651825912957
13.1670046638321,4.50714024950326,28.1639505201396,1.91172844171678,17:26:28,21sec,0,22.8878,88.3974,4,69.0529264632316
13.1638247214125,4.96998358477295,28.5655728389717,1.98396743562427,17:26:29,22sec,0.675837918959479,22.8878,88.3974,4,67.0566283141571
13.2054621091211,4.58663277797822,28.0888916268044,1.82305491330871,17:26:30,23sec,1.53551775887944,22.8878,88.3974,4,64.3302151075538
13.1024734094647,5.06603298255996,27.5321995655488,2.19335893045522,17:26:31,24sec,2.3951975987994,22.8878,88.3974,4,61.6038019009505
13.1443248497042,4.88781837310082,28.3908329046707,2.12311012778752,17:26:32,25sec,3.25487743871936,22.8878,88.3974,4,58.8773886943472
13.21,4.66435816205848,28.3745155107504,1.91224130846854,17:26:33,26sec,2.88544272136068,22.8878,88.3974,4,60.1368184092046
13.1940211587376,5.06246078321554,28.2671964175413,2.09698831281832,17:26:34,27sec,2.02576288144072,22.8878,88.3974,4,62.9860430215108
13.21,5.44798106556258,27.9947791962449,2.14672394651437,17:26:35,28sec,1.16608304152076,22.8878,88.3974,4,65.8352676338169
13.2099851283357,4.55270087385788,27.3942219056102,2.02321700364439,17:26:36,29sec,0.3064032016008,22.8878,88.3974,4,68.6844922461231
13.21,5.43175677815525,28.3384166202614,2.17323159847156,17:26:37,30sec,0.553276638319159,22.8878,88.3974,4,67.8662831415708
13.1561301556709,5.19089129718355,28.0923539077596,2.15264172362717,17:26:38,31sec,1.41295647823912,22.8878,88.3974,4,65.0170585292646
13.1897473753714,5.26363256398511,28.770549728166,2.13418180302957,17:26:39,32sec,2.27263631815908,22.8878,88.3974,4,62.1678339169585
13.21,4.93408733791071,28.436066698552,2.06291668160763,17:26:40,33sec,3.13231615807904,22.8878,88.3974,4,59.3186093046523
13.1374365400247,5.06416619346416,27.6988957401335,2.14761182898209,17:26:41,34sec,3.5,22.8878,88.3974,4,57.4252626313157
13.1808495742754,4.865920226882,28.8980116961084,2.07927689751922,17:26:42,35sec,3.5,22.8878,88.3974,4,56.2462731365683
13.21,5.25844991629069,28.5029618760703,2.35486966028489,17:26:43,36sec,3.5,22.8878,88.3974,4,55.0672836418209
13.1637694436113,5.37140907272497,28.4927035101912,2.18699989892482,17:26:44,37sec,3.5,22.8878,88.3974,4,53.8882941470735
13.21,5.33155685687415,28.2646800964584,2.36227210886314,17:26:45,38sec,3.5,22.8878,88.3974,4,53.7430215107554
13.1932034659115,5.51640180224396,27.9511209148315,2.31778494460952,17:26:46,39sec,3.5,22.8878,88.3974,4,54.6272636318159
13.1909613582604,5.57459518702842,27.9359687398078,2.37698398147914,17:26:47,40sec,3.5,22.8878,88.3974,4,55.5115057528764
13.1932705072624,5.93006249215773,28.5069266358918,2.51150250388057,17:26:48,41sec,3.5,22.8878,88.3974,4,56.395747873937
13.1441694280884,5.41019685459518,28.1750922100631,2.33063720962044,17:26:49,42sec,3.5,22.8878,88.3974,4,56.8788894447224
13.0082812966549,5.43582026309742,28.3415927358829,2.24323326754678,17:26:50,43sec,3.5,22.8878,88.3974,4,56.8297648824412
13.182418741564,6.04565326157382,29.2408127934511,2.48183736992652,17:26:51,44sec,3.5,22.8878,88.3974,4,56.7806403201601
13.1694974321943,5.95887741992385,28.2609962466752,2.4307127004336,17:26:52,45sec,3.5,22.8878,88.3974,4,56.731515757879
13.1382119982227,5.87120399995408,28.1619592616904,2.45280010844296,17:26:53,46sec,3.5,22.8878,88.3974,4,56.7968484242121
13.1738554228538,5.64386917258438,28.2215411938968,2.33336805913911,17:26:55,47sec,3.5,22.8878,88.3974,4,57.0670335167584
13.1278775716378,5.96368857956174,28.4142361758169,2.48374203947445,17:26:55,48sec,3.5,22.8878,88.3974,4,57.3372186093047
13.1764385190632,6.18508419306937,28.5605247877436,2.66749564393909,17:26:57,49sec,3.5,22.8878,88.3974,4,57.6074037018509
13.21,5.91965065097729,28.6189612032897,2.52428955218378,17:26:57,50sec,3.5,22.8878,88.3974,4,57.3485742871436
13.1939974040383,6.35014062910609,28.760846925023,2.62720908838999,17:26:58,51sec,3.5,22.8878,88.3974,4,55.7765882941471
13.169370511976,6.29284386057353,28.4231160240844,2.62687021434875,17:26:59,52sec,3.5,22.8878,88.3974,4,54.2046023011506
13.21,6.2504335961918,28.6401504846195,2.65240243229322,17:27:00,53sec,3.5,22.8878,88.3974,4,52.6326163081541
13.1650555732497,6.40119012884001,28.5408033649876,2.73239352178714,17:27:01,54sec,3.5,22.8878,88.3974,4,51.8136068034017
13.21,5.53805161857501,28.9131446312851,2.37800432676835,17:27:03,55sec,3.5,22.8878,88.3974,4,53.7294647323662
13.0642200936686,6.36699590358154,28.8448289062577,2.67612993899726,17:27:03,56sec,3.5,22.8878,88.3974,4,55.6453226613307
13.1026750271541,6.5593182633466,28.3728007685507,2.74000735696722,17:27:04,57sec,3.5,22.8878,88.3974,4,57.5611805902952
13.1866765340746,6.64513071520973,28.7505719154522,2.85365739843036,17:27:05,58sec,3.5,22.8878,88.3974,4,59.2497248624312
13.1195378696419,6.7708388225248,28.0778321529563,2.87074970251554,17:27:06,59sec,3.5,22.8878,88.3974,4,59.5935967983992
13.1398288360268,6.41240562860916,28.7543384556311,2.71337133944603,17:27:07,60sec,3.5,22.8878,88.3974,4,59.9374687343672
13.1452439072228,6.89826406156113,28.8159599601417,2.90828421716927,17:27:08,61sec,3.5,22.8878,88.3974,4,60.2813406703352
13.1374433911408,6.86412348622099,28.8099213229624,2.88252447561236,17:27:09,62sec,3.5,22.8878,88.3974,4,60.5747873936969
